code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country
1933079,TRUE,DIAZ Carlos,DIAZ C,Carlos DIAZ,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,175,0,['Athletics'],"[""Men's Marathon""]",1993-07-09,SANTIAGO DE CHILE,Chile,SORIA,Spain
1933094,TRUE,GYORI-LUKACS Viktoria,GYORI-LUKACS V,Viktoria GYORI-LUKACS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,168,0,['Handball'],['Women'],1995-10-31,BUDAPEST,Hungary,BUDAPEST,Hungary
1933100,TRUE,DUCO Natalia,DUCO N,Natalia DUCO,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,177,0,['Athletics'],"[""Women's Shot Put""]",1989-01-31,SAN FELIPE,Chile,SANTIAGO DE CHILE,Chile
1933118,TRUE,GALLARDO Ivana Xennia,GALLARDO IX,Ivana Xennia GALLARDO,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,168,0,['Athletics'],"[""Women's Shot Put""]",1993-07-20,PUERTO MONTT,Chile,SANTIAGO DE CHILE,Chile
1933133,TRUE,ROMAN Fernando,ROMAN F,Fernando ROMAN,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,189,0,['Football'],['Men'],2001-02-23,CAPIATA,Paraguay,,
1933137,TRUE,OGHENEBRUME Godson Oke,OGHENEBRUME GO,Godson Oke OGHENEBRUME,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,185,0,['Athletics'],"[""Men's 4 x 100m Relay""]",2003-05-27,UGHELLI,Nigeria,"BATON ROUGE, LA",United States
1933138,TRUE,ABDELMAKSOUD Salma,ABDELMAKSOUD S,Salma ABDELMAKSOUD,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0,['Modern Pentathlon'],"[""Women's Individual""]",2000-01-19,,,,Egypt
1933159,TRUE,BRES Klaudia,BRES K,Klaudia BRES,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1994-06-22,BYDGOSZCZ,Poland,BYDGOSZCZ,Poland
1933162,TRUE,STANKIEWICZ Aneta,STANKIEWICZ A,Aneta STANKIEWICZ,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",1995-02-10,BYDGOSZCZ,Poland,BYDGOSZCZ,Poland
1933163,TRUE,PIOTROWSKA Julia Ewa,PIOTROWSKA JE,Julia Ewa PIOTROWSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",2001-06-22,OLAWA,Poland,OLAWA,Poland
1933165,TRUE,PIETRUK Aleksandra Anna,PIETRUK AA,Aleksandra Anna PIETRUK,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],['50m Rifle 3 Positions Women'],2000-12-31,BIALYSTOK,Poland,BIALYSTOK,Poland
1933190,TRUE,KOCHANSKA Natalia,KOCHANSKA N,Natalia KOCHANSKA,Female,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],['50m Rifle 3 Positions Women'],1996-08-18,ZIELONA GORA,Poland,ZIELONA GORA,Poland
1933191,TRUE,KOWALEWICZ Maciej,KOWALEWICZ M,Maciej KOWALEWICZ,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1999-11-04,OLSZTYN,Poland,OLSZTYN,Poland
1933193,TRUE,BARTNIK Tomasz,BARTNIK T,Tomasz BARTNIK,Male,Athlete,POL,Poland,Poland,Poland,Poland,POL,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men', '10m Air Rifle Mixed Team']",1990-01-15,WARSAW,Poland,SIEDLCE,Poland
1933244,TRUE,FLORES Gilberto,FLORES G,Gilberto FLORES,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,178,0,['Football'],['Men'],2003-04-01,,Paraguay,ASUNCION,Paraguay
1933249,TRUE,KEHR Gabriel,KEHR G,Gabriel KEHR,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,190,0,['Athletics'],"[""Men's Hammer Throw""]",1996-09-03,TEMUCO,Chile,TEMUCO,Chile
1933257,TRUE,MANSILLA Humberto,MANSILLA H,Humberto MANSILLA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,190,0,['Athletics'],"[""Men's Hammer Throw""]",1996-05-22,TEMUCO,Chile,TEMUCO,Chile
1933275,TRUE,ROMERO Claudio,ROMERO C,Claudio ROMERO,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,195,0,['Athletics'],"[""Men's Discus Throw""]",2000-07-10,SANTIAGO DE CHILE,Chile,"BATON ROUGE, LA",Chile
1933287,TRUE,PAPP Nikoletta,PAPP N,Nikoletta PAPP,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,182,0,['Handball'],['Women'],1996-07-23,BUDAPEST,Hungary,BUZAU,Romania
1933307,TRUE,FUEZI TOVIZI Petra Anita,FUEZI TOVIZI PA,Petra Anita FUEZI TOVIZI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,178,0,['Handball'],['Women'],1999-03-15,NYIREGYHAZA,Hungary,DEBRECEN,Hungary
1933313,TRUE,PASZTOR Noemi,PASZTOR N,Noemi PASZTOR,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,178,0,['Handball'],['Women'],1999-04-02,SZOMBATHELY,Hungary,MOSONMAGYAROVAR,Hungary
1933316,TRUE,SAENZ de SANTA MARIA Martin,SAENZ de SANTA MA,Martin SAENZ de SANTA MARIA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,189,0,['Athletics'],"[""Men's 110m Hurdles""]",2001-01-17,,Chile,,Chile
1933320,TRUE,VAMOS Petra,VAMOS P,Petra VAMOS,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175,0,['Handball'],['Women'],2000-09-14,OZD,Hungary,DEBRECEN,Hungary
1933327,TRUE,DEBRECZENI-KLIVINYI Kinga,DEBRECZENI-KLIVIN,Kinga DEBRECZENI-KLIVINYI,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175,0,['Handball'],['Women'],1992-03-31,BUDAPEST,Hungary,BUDAORS,Hungary
1933340,TRUE,KLUJBER Katrin,KLUJBER K,Katrin KLUJBER,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,170,0,['Handball'],['Women'],1999-04-21,DUNAUJVAROS,Hungary,BUDAPEST,Hungary
1933348,TRUE,JANURIK Kinga,JANURIK K,Kinga JANURIK,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,176,0,['Handball'],['Women'],1991-11-06,BUDAPEST,Hungary,BUDAPEST,Hungary
1933350,TRUE,AHMED Samaa,AHMED S,Samaa AHMED,Female,Athlete,EGY,Egypt,Egypt,Egypt,Egypt,EGY,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1998-07-22,CAIRO,Egypt,CAIRO,Egypt
1933352,TRUE,SZEMEREY Zsofi,SZEMEREY Z,Zsofi SZEMEREY,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,183,0,['Handball'],['Women'],1994-06-02,KAZINCBARCIKA,Hungary,MOSONMAGYAROVAR,Hungary
1933356,TRUE,KACSOR Greta,KACSOR G,Greta KACSOR,Female,Athlete,HUN,Hungary,Hungary,Hungary,Hungary,HUN,175,0,['Handball'],['Women'],2000-04-24,BUDAPEST,Hungary,DEBRECEN,Hungary
1933359,TRUE,PARZAJUK Kevin,PARZAJUK K,Kevin PARZAJUK,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,190,0,['Football'],['Men'],2002-08-09,FRAM DISTRICT,Paraguay,,Paraguay
1933364,TRUE,WEIL Martina,WEIL M,Martina WEIL,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,184,0,['Athletics'],"[""Women's 400m""]",1999-07-12,SANTIAGO DE CHILE,Chile,BRUSSELS,Belgium
1933366,TRUE,PIEK Selena,PIEK S,Selena PIEK,Female,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,167,0,['Badminton'],['Mixed Doubles'],1991-09-30,BLARICUM,Netherlands,ARNHEM,Netherlands
1933369,TRUE,TABELING Robin,TABELING R,Robin TABELING,Male,Athlete,NED,Netherlands,Netherlands,Netherlands,Netherlands,NED,180,0,['Badminton'],['Mixed Doubles'],1994-04-24,AMSTELVEEN,Netherlands,ARNHEM,Netherlands
1933377,TRUE,PEZER Mesud,PEZER M,Mesud PEZER,Male,Athlete,BIH,Bosnia & Herzegovina,Bosnia and Herzegovina,Bosnia & Herzegovina,Bosnia and Herzegovina,BIH,198,0,['Athletics'],"[""Men's Shot Put""]",1994-08-27,ZENICA,Bosnia & Herzegovina,ZENICA,Bosnia & Herzegovina
1933379,TRUE,RIVAS Daniel,RIVAS D,Daniel RIVAS,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,177,0,['Football'],['Men'],2001-12-06,PARAGUARI,Paraguay,ASUNCION,Paraguay
1933415,TRUE,ADEYEMI Sikiru Adewale,ADEYEMI SA,Sikiru Adewale ADEYEMI,Male,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,182,0,['Athletics'],['4 x 400m Relay Mixed'],1998-07-02,,,,
1933451,TRUE,OLAJIDE Olayinka,OLAJIDE O,Olayinka OLAJIDE,Female,Athlete,NGR,Nigeria,Nigeria,Nigeria,Nigeria,NGR,151,0,['Athletics'],"[""Women's 4 x 100m Relay""]",2002-10-28,,,,
1933476,TRUE,KOECH Simon Kipro,KOECH SK,Simon Kiprop KOECH,Male,Athlete,KEN,Kenya,Kenya,Kenya,Kenya,KEN,173,0,['Athletics'],"[""Men's 3000m Steeplechase""]",2003-06-10,"BURETI, KERICHO COUNTY",Kenya,,Kenya
1933492,TRUE,FIORAVANTI Leonardo,FIORAVANTI L,Leonardo FIORAVANTI,Male,Athlete,ITA,Italy,Italy,Italy,Italy,ITA,0,0,['Surfing'],['Men'],1997-12-08,ROME,Italy,HOSSEGOR,France
1933496,TRUE,MUSSIN Adilbek,MUSSIN A,Adilbek MUSSIN,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Swimming'],"[""Men's 100m Butterfly"", ""Men's 100m Freestyle""]",1999-10-04,,,,
1933497,TRUE,IGNATOVA Xeniya,IGNATOVA X,Xeniya IGNATOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Swimming'],"[""Women's 100m Backstroke""]",2005-08-02,,,,
1933504,TRUE,GERASSIMENKO Kirill,GERASSIMENKO K,Kirill GERASSIMENKO,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,0,0,['Table Tennis'],"[""Men's Singles""]",1996-12-18,ASTANA,Kazakhstan,,
1933508,TRUE,SAFRONOVA Olga,SAFRONOVA O,Olga SAFRONOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,172,0,['Athletics'],"[""Women's 200m""]",1991-11-05,KARAGANDA,Kazakhstan,PAVLODAR,Kazakhstan
1933512,TRUE,YEFREMOV David,YEFREMOV D,David YEFREMOV,Male,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,196,0,['Athletics'],"[""Men's 110m Hurdles""]",1999-01-15,,,,
1933513,TRUE,JEPKEMEI Daisy,JEPKEMEI D,Daisy JEPKEMEI,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,165,0,['Athletics'],"[""Women's 10,000m"", ""Women's 3000m Steeplechase""]",1996-02-13,,Kenya,,
1933514,TRUE,JERUTO Norah,JERUTO N,Norah JERUTO,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,158,0,['Athletics'],"[""Women's 3000m Steeplechase""]",1995-10-02,,Kenya,,
1933523,TRUE,MATVEYEVA Yelizaveta,MATVEYEVA Y,Yelizaveta MATVEYEVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,188,0,['Athletics'],"[""Women's High Jump""]",2001-12-09,UST-KAMENOGORSK,Kazakhstan,,
1933527,TRUE,MAMAZHANOVA Zhanna,MAMAZHANOVA Z,Zhanna MAMAZHANOVA,Female,Athlete,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,KAZ,165,0,['Athletics'],"[""Women's Marathon""]",1994-01-26,SEMEY,Kazakhstan,SEMEY,Kazakhstan
1933788,TRUE,ALMEIDA Teresa,ALMEIDA T,Teresa ALMEIDA,Female,Alternate Athlete,ANG,Angola,Angola,Angola,Angola,ANG,172,0,['Handball'],['Women'],1988-04-05,LUADA,Angola,LUANDA,Angola
1933789,TRUE,GRANJA Mary Zenaida,GRANJA MZ,Mary Zenaida GRANJA,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,155,0,['Athletics'],"[""Women's Marathon""]",1995-04-23,COTOPAXI,Ecuador,QUITO,Ecuador
1933793,TRUE,CARDOZO LUCENA,CARDOZO LUCENA,CARDOZO LUCENA,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,180,0,['Football'],['Men'],1994-10-19,,,,
1933807,TRUE,CAMPOS Daniela,CAMPOS D,Daniela CAMPOS,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Road'],"[""Women's Road Race""]",2002-03-31,BOLIQUEIME,Portugal,LOULE,Portugal
1933810,TRUE,OLIVEIRA Nelson,OLIVEIRA N,Nelson OLIVEIRA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1989-03-06,VILARINHO DO BAIRRO,Portugal,,
1933812,TRUE,COSTA Rui,COSTA R,Rui COSTA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1986-10-05,POVOA DE VARZIM,Portugal,,
1933816,TRUE,LEITAO Iuri,LEITAO I,Iuri LEITAO,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium""]",1998-07-03,VIANA DO CASTELO,Portugal,VIANA DO CASTELO,Portugal
1933817,TRUE,OLIVEIRA Ivo,OLIVEIRA I,Ivo OLIVEIRA,Male,Alternate Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Track'],"[""Men's Madison""]",1996-09-05,,,,
1933819,TRUE,MARTINS Maria,MARTINS M,Maria MARTINS,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Track'],"[""Women's Omnium""]",1999-07-09,SANTAREM,Portugal,SANTAREM,Portugal
1933821,TRUE,OLIVEIRA Rui,OLIVEIRA R,Rui OLIVEIRA,Male,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Track'],"[""Men's Madison"", ""Men's Omnium""]",1996-09-05,VILA NOVA DE GAIA,Portugal,,Spain
1933823,TRUE,QUEIROS Raquel,QUEIROS R,Raquel QUEIROS,Female,Athlete,POR,Portugal,Portugal,Portugal,Portugal,POR,0,0,['Cycling Mountain Bike'],"[""Women's Cross-country""]",2000-03-16,VILA DO CONDE,Portugal,,
1933998,TRUE,SUAREZ Gabriela Anahi,SUAREZ GA,Gabriela Anahi SUAREZ,Female,Athlete,ECU,Ecuador,Ecuador,Ecuador,Ecuador,ECU,169,0,['Athletics'],"[""Women's 200m""]",2001-02-02,IBARRA,Ecuador,QUITO,Ecuador
1934027,TRUE,FERNANDEZ Marcelo,FERNANDEZ M,Marcelo FERNANDEZ,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,178,0,['Football'],['Men'],2001-10-25,ITA,Paraguay,ASUNCION,Paraguay
1934049,TRUE,PEREZ Marcelo,PEREZ M,Marcelo PEREZ,Male,Athlete,PAR,Paraguay,Paraguay,Paraguay,Paraguay,PAR,178,0,['Football'],['Men'],2001-03-23,LUQUE,Paraguay,,
1934254,TRUE,DEMPFLE-OLIN Sanoa,DEMPFLE-OLIN S,Sanoa DEMPFLE-OLIN,Female,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,0,0,['Surfing'],['Women'],2005-07-03,"TOFINO, BC",Canada,"TOFINO, BC",Canada
1934263,TRUE,ALVAREZ Patricia,ALVAREZ P,Patricia ALVAREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1998-03-04,SANTANDER,Spain,SANTANDER,Spain
1934264,TRUE,AMUNDSON Constanza,AMUNDSON C,Constanza AMUNDSON,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1998-02-12,MADRID,Spain,,Spain
1934268,TRUE,BARRIOS Laura,BARRIOS L,Laura BARRIOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],2000-09-04,MADRID,Spain,,Spain
1934269,TRUE,BARRIOS Sara,BARRIOS S,Sara BARRIOS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],2000-09-04,MADRID,Spain,,Spain
1934275,TRUE,GARCIA Begona,GARCIA B,Begona GARCIA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1995-07-19,ZARAGOZA,Spain,MADRID,Spain
1934276,TRUE,GINE Xantal,GINE X,Xantal GINE,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1992-09-23,BARCELONA,Spain,,Spain
1934277,TRUE,IGLESIAS Belen,IGLESIAS B,Belen IGLESIAS,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1996-07-06,MADRID,Spain,MADRID,Spain
1934278,TRUE,JIMENEZ Lucia,JIMENEZ L,Lucia JIMENEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1997-01-08,MADRID,Spain,MADRID,Spain
1934281,TRUE,LOPEZ Maria,LOPEZ M,Maria LOPEZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1990-02-16,GIJON,Spain,MADRID,Spain
1934284,TRUE,PEREZ Blanca,PEREZ B,Blanca PEREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],2003-09-17,,Spain,,Spain
1934285,TRUE,PEREZ Clara,PEREZ C,Clara PEREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],2001-07-26,,Spain,,Spain
1934286,TRUE,PEREZ Beatriz,PEREZ B,Beatriz PEREZ,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1991-05-04,SANTANDER,Spain,,Spain
1934287,TRUE,RIERA Lola,RIERA L,Lola RIERA,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1991-06-25,VALENCIA,Spain,VALENCIA,Spain
1934289,TRUE,SEGU Marta,SEGU M,Marta SEGU,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1995-06-22,,Spain,,Spain
1934291,TRUE,STRAPPATO Julia,STRAPPATO J,Julia STRAPPATO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],2000-01-16,MATADEPERA,Spain,,Spain
1934293,TRUE,TORRES-QUEVEDO Alejandra,TORRES-QUEVEDO A,Alejandra TORRES-QUEVEDO,Female,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Women'],1999-09-30,MADRID,Spain,MADRID,Spain
1934295,TRUE,ALONSO Alejandro,ALONSO A,Alejandro ALONSO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1999-02-14,SANTANDER,Spain,SANTANDER,Spain
1934300,TRUE,BASTERRA Jose Maria,BASTERRA JM,Jose Maria BASTERRA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1997-01-03,,,MADRID,Spain
1934301,TRUE,BONASTRE Jordi,BONASTRE J,Jordi BONASTRE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2000-08-07,,Spain,,Spain
1934305,TRUE,CALZADO Luis,CALZADO L,Luis CALZADO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2000-11-15,,Spain,BARCELONA,Spain
1934307,TRUE,CLAPES Gerard,CLAPES G,Gerard CLAPES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2000-09-13,,Spain,,Netherlands
1934309,TRUE,CUNILL Pepe,CUNILL P,Pepe CUNILL,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2001-07-09,,,,Spain
1934311,TRUE,de IGNACIO-SIMO Eduard,de IGNACIO-SIMO E,Eduard de IGNACIO-SIMO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2000-03-03,,,,
1934312,TRUE,FONT Bruno,FONT B,Bruno FONT,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2004-11-15,,,,Spain
1934313,TRUE,GISPERT Xavier,GISPERT X,Xavier GISPERT,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1999-04-01,,,,Spain
1934315,TRUE,IGLESIAS Alvaro,IGLESIAS A,Alvaro IGLESIAS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1993-03-01,MADRID,Spain,MADRID,Spain
1934316,TRUE,LACALLE Borja,LACALLE B,Borja LACALLE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2001-05-21,,Spain,,Spain
1934317,TRUE,MENINI Joaquin,MENINI J,Joaquin MENINI,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1991-08-18,BEUNOS AIRES,Argentina,,Spain
1934318,TRUE,MIRALLES Marc,MIRALLES M,Marc MIRALLES,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1997-11-14,,Spain,,Netherlands
1934323,TRUE,RECASENS Marc,RECASENS M,Marc RECASENS,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1999-09-13,BARCELONA,Spain,MATADEPERA,Spain
1934325,TRUE,REYNE Marc,REYNE M,Marc REYNE,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1999-05-18,,,,Spain
1934326,TRUE,RODRIGUEZ Ignacio,RODRIGUEZ I,Ignacio RODRIGUEZ,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1996-06-12,SARTANDER,Spain,,
1934329,TRUE,VILALLONGA Rafael,VILALLONGA R,Rafael VILALLONGA,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],2001-11-28,,,,Spain
1934330,TRUE,VIZCAINO Marc,VIZCAINO M,Marc VIZCAINO,Male,Athlete,ESP,Spain,Spain,Spain,Spain,ESP,0,0,['Hockey'],['Men'],1999-04-30,,,,
1934346,TRUE,PEREZ GRASSET Macarena,PEREZ GRASSET M,Macarena PEREZ GRASSET,Female,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0,['Cycling BMX Freestyle'],"[""Women's Park""]",1996-12-19,SANTIAGO,Chile,,
1934359,TRUE,MOLINA VERGARA Mauricio,MOLINA VERGARA M,Mauricio MOLINA VERGARA,Male,Athlete,CHI,Chile,Chile,Chile,Chile,CHI,0,0,['Cycling BMX Racing'],['Men'],2001-08-23,,Chile,PUENTE ALTO,Chile
1934362,TRUE,BURGHER Niesha,BURGHER N,Niesha BURGHER,Female,Athlete,JAM,Jamaica,Jamaica,Jamaica,Jamaica,JAM,0,0,['Athletics'],"[""Women's 200m""]",2002-08-08,PORTMORE,Jamaica,"EL PASO, TX",United States
1934383,TRUE,van BERKEL Lucas,van BERKEL L,VAN BERKEL,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,210,0,['Volleyball'],['Men'],1991-11-29,"EDMONTON, AB",Canada,,
1934384,TRUE,LUI Justin,LUI J,LUI,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,178,0,['Volleyball'],['Men'],2000-05-08,,,,
1934394,TRUE,WALSH Brett James,WALSH BJ,WALSH,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,196,0,['Volleyball'],['Men'],1994-02-19,"CALGARY, AB",Canada,,
1934396,TRUE,HOFER Brodie,HOFER B,HOFER,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,200,0,['Volleyball'],['Men'],2000-04-27,,,,
1934397,TRUE,SZWARC Arthur,SZWARC A,SZWARC,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,209,0,['Volleyball'],['Men'],1995-03-30,"TORONTO, ON",Canada,ITALY,
1934399,TRUE,DEMYANENKO Danny,DEMYANENKO D,DEMYANENKO,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,196,0,['Volleyball'],['Men'],1994-07-13,"TORONTO, ON",Canada,,
1934410,TRUE,HOAG Nicholas,HOAG N,HOAG,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,200,0,['Volleyball'],['Men'],1992-08-19,"GATINEAU, QC",Canada,,
1934416,TRUE,HERR Luke,HERR L,HERR,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,192,0,['Volleyball'],['Men'],1994-07-18,"THREE HILLS, AB",Canada,"WINNIPEG, MB",Canada
1934421,TRUE,KETRZYNSKI Xander,KETRZYNSKI X,WASSENAAR KETRZYNSKI,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,208,0,['Volleyball'],['Men'],2000-01-27,,,,
1934422,TRUE,LOEPPKY Eric,LOEPPKY E,LOEPPKY,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,197,0,['Volleyball'],['Men'],1998-08-01,"STEINBACH, MB",Canada,,
1934424,TRUE,MAAR Stephen Timothy,MAAR ST,MAAR,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,201,0,['Volleyball'],['Men'],1994-12-06,"SCARBOROUGH, ON",Canada,,
1934428,TRUE,BARNES Ryley Brendan,BARNES RB,BARNES,Male,Athlete,CAN,Canada,Canada,Canada,Canada,CAN,200,0,['Volleyball'],['Men'],1993-10-11,"EDMONTON, AB",Canada,,
